"","V1","V2","V3","V4","V5","G1","G2","G3","G4","G5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"1304",3,5,3,5,3,4,2,4,5,2,2,3,4,4,6,5,5,5,5,5,4,1,4,2,2
"1305",2,5,6,5,6,5,4,3,3,4,1,1,5,6,4,2,4,2,3,2,4,4,5,5,2
"1306",1,5,5,4,5,4,5,4,2,2,3,1,5,5,5,2,2,1,5,2,4,1,5,6,2
"1307",3,5,5,4,4,4,3,4,3,3,3,2,3,5,3,2,4,3,3,3,4,4,4,5,4
"1308",4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,3,3,5,4,5,4,4,5,3,3
"1309",1,6,6,6,6,5,4,6,2,4,5,1,6,5,6,2,3,3,4,4,5,1,5,4,1
"1310",1,4,5,6,5,3,4,2,2,2,5,4,5,4,4,1,3,2,2,5,6,2,4,5,2
"1311",1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,3,5,5,3,1,5,2,6,6,1
"1312",1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,1,1,1,1,2,4,2,2,2,4
"1313",3,6,6,5,6,4,4,3,4,1,3,5,4,5,6,2,5,4,1,2,6,3,5,4,1
"1314",1,6,6,1,6,5,4,5,4,5,3,6,5,6,5,4,6,3,5,5,4,3,5,6,2
"1315",4,3,4,4,1,6,4,5,5,5,6,6,4,5,5,1,3,1,4,1,6,1,6,6,1
"1316",4,6,6,6,2,5,6,6,1,1,4,3,6,4,6,2,1,5,5,1,6,1,6,6,1
"1317",2,4,5,4,1,4,4,4,5,4,1,2,4,6,5,4,5,5,3,3,2,2,4,5,4
"1318",2,5,5,6,5,4,5,4,3,4,2,2,4,5,4,5,5,4,4,3,5,2,5,4,3
"1319",2,5,3,4,3,5,3,2,4,4,1,2,4,5,5,2,2,2,5,4,5,3,4,2,3
"1320",1,5,5,6,5,4,5,4,4,5,3,2,4,5,5,4,5,4,5,4,5,2,6,6,1
"1321",1,6,6,6,6,5,5,4,2,2,2,1,3,6,5,2,1,1,1,1,5,2,4,5,3
"1322",2,5,4,5,5,5,5,2,3,2,1,3,4,6,5,4,5,5,3,3,2,3,3,4,2
"1323",4,3,6,6,6,5,5,5,3,4,6,1,6,6,6,5,3,5,4,2,5,6,5,6,4
"1324",3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,2,2,1,1,1,6,3,5,4,2
"1325",1,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,3,3,3,1,5,4,5,4,2
"1326",2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,3,3,2,2,2,5,1,5,2,3
"1327",2,2,6,2,6,4,4,5,2,6,4,5,5,6,5,6,6,5,4,6,5,4,5,4,6
"1328",1,6,6,6,6,5,5,4,5,4,2,1,5,6,5,1,2,6,5,5,6,1,6,6,1
"1329",3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,5,6,6,4,4,6,3,5,6,2
"1330",3,5,1,3,4,5,5,3,4,5,5,6,3,4,3,5,6,5,4,4,5,1,6,6,1
"1331",4,4,4,2,4,6,6,6,2,2,5,5,3,5,6,3,5,2,2,4,4,3,3,3,3
"1332",2,6,6,6,6,4,5,5,1,2,2,3,5,4,5,4,5,5,3,4,5,3,5,5,1
"1333",5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,4,4,5,2,2,5,3,5,6,4
"1334",4,4,5,1,5,4,3,3,5,5,1,1,6,6,6,3,2,3,1,3,6,1,5,5,1
"1335",4,6,5,6,6,4,3,4,3,4,3,6,1,4,5,4,6,6,6,4,5,6,4,6,3
"1336",2,5,5,4,5,4,3,3,2,2,4,4,5,5,4,3,3,2,5,2,6,6,5,2,2
"1337",1,6,5,5,6,6,6,6,1,1,2,1,5,2,6,1,1,2,2,1,4,1,6,2,1
"1338",2,6,6,6,1,5,5,2,2,6,5,6,5,1,6,4,5,5,6,6,4,1,5,6,1
"1339",1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,2,2,1,2,5,5,4,4,2
"1340",3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,6,6,6,5,5,4,5,4,2,2
"1341",1,4,2,6,5,5,5,3,2,5,3,6,5,4,5,1,4,2,2,2,5,4,5,5,2
"1342",5,5,2,5,2,5,4,4,2,4,5,3,4,4,2,2,2,2,4,2,5,2,5,4,2
"1343",3,3,5,1,5,5,5,4,1,4,2,1,5,4,5,2,5,4,4,1,5,2,5,4,1
"1344",2,5,5,5,4,4,4,6,1,5,4,3,1,4,5,4,5,4,5,5,4,2,5,5,2
"1345",1,6,6,6,6,6,6,6,1,1,1,3,6,6,6,6,5,6,6,1,6,4,5,6,1
"1346",4,5,5,5,6,5,4,4,2,2,2,2,4,6,5,1,4,2,2,1,4,2,5,2,2
"1347",1,5,5,5,6,5,5,3,3,4,2,1,5,5,5,5,6,5,3,3,4,5,5,5,3
"1348",1,5,6,6,6,5,6,6,2,1,4,2,6,5,5,1,1,1,2,1,5,2,6,2,3
"1349",2,5,5,6,5,5,5,6,2,2,2,2,2,5,5,2,1,1,2,2,5,2,2,5,2
"1350",1,5,4,5,4,5,6,6,3,6,2,5,4,5,3,2,3,5,5,6,6,2,5,6,1
"1351",1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,3,3,5,4,5,5,3,5,6,5
"1352",3,6,3,4,3,5,2,4,5,2,5,5,2,3,3,5,4,4,3,6,4,5,4,5,6
"1353",1,4,5,4,5,5,6,3,1,3,3,1,6,6,6,3,2,2,2,4,5,4,5,2,2
"1354",2,5,5,6,2,6,5,4,4,6,2,2,2,3,2,2,1,3,2,4,3,2,2,4,3
"1355",2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,4,4,2,5,1,5,6,2
"1356",2,5,5,5,5,5,2,2,3,2,3,4,4,5,5,3,3,4,4,4,4,3,3,4,5
"1357",3,5,2,2,5,2,3,5,1,2,2,2,3,2,4,2,2,5,2,2,4,2,1,2,3
"1358",2,2,2,5,5,6,6,5,1,4,2,3,3,2,4,4,4,2,1,3,6,2,4,1,1
"1359",4,4,3,2,5,5,4,4,2,5,5,4,4,3,2,2,4,5,4,5,4,2,5,6,1
"1360",4,6,4,6,3,5,2,3,5,4,1,1,4,4,5,4,4,4,4,5,6,2,4,5,1
"1361",1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,2,4,4,2,4,2,4,5,6
"1362",2,5,4,5,5,4,3,4,4,3,3,4,1,2,5,4,4,4,4,4,4,2,4,6,3
"1363",2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,1,4,1,4,1,2,4,5,3,5
"1364",1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,3,4,2,2,2,6,1,4,4,2
"1365",1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,3,3,1,1,6,1,6,5,1
"1366",5,4,4,4,3,4,2,2,4,4,2,2,5,4,4,2,2,1,3,1,5,1,6,4,2
"1367",4,5,4,5,5,5,5,6,4,4,4,6,4,2,3,1,1,1,1,2,6,2,5,6,2
"1368",5,2,1,2,5,2,4,3,4,5,2,5,2,3,5,4,5,5,5,6,3,1,6,6,1
"1369",1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,6,6
"1370",3,3,4,2,4,5,4,5,3,5,6,5,3,3,4,3,4,4,4,6,3,5,4,5,4
"1371",2,4,4,5,4,2,2,4,4,5,4,3,4,5,4,1,3,2,2,1,5,1,4,6,1
"1372",2,6,4,6,5,2,5,2,4,5,3,2,4,5,5,5,4,5,4,6,5,4,3,3,5
"1373",2,2,4,5,2,6,6,5,2,3,6,5,6,1,2,5,5,4,5,4,6,1,6,6,1
"1374",2,5,5,2,5,3,2,4,3,4,2,2,4,5,5,3,4,3,3,2,5,3,4,5,3
"1375",2,5,5,5,5,6,5,4,3,4,2,4,4,5,3,4,4,4,4,4,4,4,4,5,3
"1376",1,6,5,6,5,3,4,5,5,5,3,5,4,5,5,2,4,3,3,2,5,3,4,2,3
"1377",1,6,6,6,5,6,5,5,1,3,3,2,3,6,4,4,4,4,2,3,4,1,5,5,2
"1378",2,5,5,2,5,3,2,5,3,4,2,2,4,5,5,2,4,1,2,2,4,2,4,5,2
"1379",2,5,5,2,5,3,3,5,3,4,2,2,5,5,5,2,4,1,2,2,4,2,4,5,2
"1380",2,6,5,3,5,3,3,4,2,4,2,1,5,5,5,2,4,1,2,2,5,2,4,6,2
"1381",2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,2,2,2,5,2,4,6,2
"1382",3,4,4,5,5,5,4,2,2,5,2,4,2,4,4,4,4,4,5,3,4,4,5,4,3
"1383",1,4,4,4,4,5,3,4,3,2,3,1,3,5,5,2,3,4,2,3,5,2,4,4,2
"1384",3,5,6,5,5,5,6,3,2,5,1,4,6,4,6,4,4,5,6,2,5,1,6,6,1
"1385",5,5,2,5,3,6,6,5,1,1,3,4,3,3,5,4,5,2,4,1,3,2,4,6,2
"1386",1,5,5,6,6,5,2,2,2,3,2,2,5,6,5,2,3,2,2,1,5,5,5,3,5
"1387",1,6,5,5,5,5,2,5,1,4,2,1,3,5,4,2,4,4,2,4,5,2,5,6,2
"1388",3,3,4,3,4,5,5,3,3,5,3,5,3,3,2,5,5,6,4,4,5,2,6,5,1
"1389",1,6,3,5,4,5,2,4,3,5,6,3,2,3,1,1,2,1,2,3,5,2,3,5,2
"1390",1,6,5,4,6,5,4,4,5,6,4,4,4,3,5,2,5,1,2,4,6,6,5,4,2
"1391",2,5,6,6,6,6,5,4,5,5,1,2,3,6,3,4,1,6,6,2,5,1,4,2,5
"1392",1,6,6,4,6,6,6,5,1,5,1,4,6,4,5,5,5,6,4,5,6,1,6,6,1
"1393",1,6,6,6,5,5,4,5,1,1,4,4,4,5,4,4,4,4,4,2,5,1,4,5,2
"1394",1,6,6,6,5,6,6,6,2,1,4,4,4,5,5,1,4,1,1,1,6,2,5,6,1
"1395",5,4,2,5,3,5,6,6,1,2,3,2,4,5,4,2,5,2,3,1,6,1,5,4,1
"1396",5,6,6,6,6,6,6,6,1,3,4,3,5,6,5,1,5,4,4,3,5,2,5,6,1
"1397",1,6,4,5,6,2,3,3,4,6,2,4,4,6,2,1,1,1,1,4,3,2,5,6,2
"1398",2,5,4,6,4,2,1,2,4,5,4,4,4,4,3,2,3,2,3,2,3,3,4,3,2
"1399",3,5,6,6,5,3,6,6,1,1,1,1,6,5,3,1,1,2,2,1,6,1,6,2,1
"1400",1,6,6,5,6,6,6,6,1,1,6,4,5,5,6,6,6,5,6,5,3,4,6,6,1
"1401",1,6,6,6,6,5,5,5,1,1,3,2,5,5,4,1,1,2,2,1,5,1,5,5,1
"1402",4,3,3,5,1,3,5,2,5,5,1,1,4,2,2,6,6,6,6,6,2,5,4,6,5
"1403",2,5,5,5,6,4,5,5,4,4,4,2,5,5,4,4,4,5,4,4,4,3,4,5,3
"1404",2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,6,4,2,2,3,5,2,2
"1405",1,6,6,4,6,4,4,1,5,5,4,5,5,2,2,5,5,5,6,2,5,1,6,6,2
"1406",1,6,6,6,6,6,6,4,1,3,6,4,5,5,6,6,6,3,1,4,3,5,6,4,4
"1407",1,5,6,4,6,2,5,5,6,5,2,1,6,5,6,4,5,3,4,4,5,5,6,2,4
"1408",1,5,6,6,1,1,6,5,1,1,1,1,5,6,1,5,2,1,5,5,6,4,5,1,2
"1409",3,4,3,5,4,5,5,4,3,2,6,6,2,2,3,4,4,2,3,2,6,1,5,6,1
"1410",3,6,6,5,5,4,3,4,4,5,2,2,5,6,6,3,5,4,4,5,6,4,4,5,3
"1411",6,4,1,5,4,5,4,5,5,6,6,6,4,4,5,1,1,1,1,1,6,5,1,5,5
"1412",2,4,4,5,5,5,6,5,1,3,2,3,4,5,4,3,5,5,3,6,4,3,4,5,2
"1413",1,5,4,6,4,3,6,5,2,3,5,4,4,5,4,1,1,2,3,4,5,5,5,2,5
"1414",1,5,5,6,5,5,4,4,2,5,1,5,5,6,2,1,1,1,2,6,4,2,5,5,6
"1415",4,3,5,6,4,4,5,5,1,3,5,3,3,5,3,1,4,3,4,2,4,4,5,3,2
"1416",6,6,4,4,4,4,5,5,2,5,5,1,2,6,5,5,4,6,4,5,5,4,4,4,3
"1417",2,6,5,5,3,5,5,6,2,2,5,6,4,2,4,5,5,6,5,6,5,1,5,6,2
"1418",1,6,6,4,6,4,5,5,2,2,1,1,4,6,5,2,2,2,4,2,5,4,5,5,2
"1419",2,5,5,1,4,4,2,5,4,6,4,4,5,1,1,2,4,2,5,4,5,1,5,5,5
"1420",5,4,5,6,2,6,4,3,6,4,3,4,5,5,6,5,6,6,3,3,5,2,4,6,2
"1421",4,4,4,5,4,3,5,6,3,2,6,4,4,4,4,4,5,5,6,1,5,3,4,6,1
"1422",2,6,6,6,5,5,5,5,2,2,1,2,5,6,5,2,2,1,1,2,5,3,5,5,2
"1423",5,4,5,4,5,4,5,6,3,3,3,2,6,2,6,6,6,6,6,6,6,4,5,6,1
"1424",6,6,6,5,5,6,5,6,1,2,1,2,5,6,6,1,1,1,1,1,6,1,5,1,1
"1425",3,1,1,2,1,6,4,2,6,5,6,5,4,6,5,1,4,6,6,6,6,5,1,6,1
"1426",2,6,6,2,4,5,4,4,4,6,3,2,4,5,4,4,4,3,5,2,6,1,4,6,1
"1427",1,5,6,5,5,5,5,5,1,1,4,4,4,2,5,3,3,5,5,1,6,1,6,6,1
"1428",1,6,6,6,4,1,5,6,1,1,1,1,5,2,6,3,4,4,1,1,5,4,4,2,3
"1429",2,5,4,3,3,4,4,4,4,6,6,5,3,6,5,4,4,4,5,5,5,3,4,5,5
"1430",1,6,6,6,6,5,3,1,6,2,4,2,6,3,6,6,6,6,6,6,6,1,6,6,1
"1431",4,5,5,4,5,5,5,4,3,4,5,3,5,5,6,2,2,2,3,1,5,2,5,6,2
"1432",3,4,3,1,3,6,4,4,4,5,2,4,2,2,5,3,4,5,3,2,4,1,5,5,3
"1433",1,5,6,4,6,6,6,3,2,2,4,2,5,5,6,1,5,6,4,6,4,2,6,6,1
"1434",3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,4,4,5,4,4,4,1,5,5,2
"1435",1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,1,2,5,2,1,6,4,5,2,4
"1436",2,5,5,6,5,6,5,5,2,1,1,1,5,6,5,1,1,2,1,1,6,4,5,2,2
"1437",1,5,6,5,6,4,4,5,2,4,2,1,6,6,6,2,4,2,4,1,6,1,5,6,2
"1438",2,5,5,4,4,5,6,4,2,2,1,2,4,4,6,6,6,2,3,5,5,2,5,5,3
"1439",5,5,2,2,4,4,6,5,4,5,4,4,4,6,4,6,6,5,6,4,5,4,5,5,5
"1440",2,6,6,6,6,5,5,4,3,2,1,2,5,6,5,3,3,3,2,2,5,5,5,6,2
"1441",1,5,4,4,5,5,4,4,1,2,1,1,4,5,5,3,3,2,3,2,4,4,4,6,3
"1442",1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,3,4,2,3,3,5,2,4,6,2
"1443",4,4,5,4,4,5,3,3,2,3,3,4,5,3,5,2,4,4,3,4,4,2,4,4,3
"1444",4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,1,2,4,3,6,1,6,6,1
"1445",1,6,5,5,5,5,2,5,3,5,4,4,5,4,3,4,4,5,6,4,6,4,6,6,1
"1446",1,4,6,2,5,6,6,4,1,4,6,6,6,1,4,5,4,4,4,6,6,2,6,6,1
"1447",1,6,5,6,5,6,5,5,2,3,5,6,2,3,4,3,4,2,5,2,4,3,4,5,2
"1448",1,6,6,6,6,6,5,5,1,4,1,1,5,6,5,1,1,4,1,5,6,5,6,6,2
"1449",1,6,4,2,6,4,4,6,5,1,2,2,2,4,4,3,3,1,1,5,4,6,1,5,5
"1450",1,6,6,6,6,5,5,4,4,2,2,1,5,4,5,4,3,3,2,1,6,1,5,5,2
"1451",3,6,5,6,6,3,2,4,3,6,1,1,5,6,6,1,2,2,1,1,5,3,5,4,6
"1452",5,5,5,5,3,4,5,5,1,2,1,2,4,5,6,5,4,4,2,6,4,5,5,4,2
"1453",1,6,6,4,5,5,4,5,1,1,2,1,5,6,6,1,5,1,1,2,6,4,5,5,2
"1454",1,6,6,5,6,6,5,4,1,4,2,2,6,5,6,2,2,3,2,1,6,4,6,4,2
"1455",5,2,2,4,4,5,5,5,1,1,6,5,2,2,5,3,2,2,5,2,2,1,4,4,6
"1456",2,6,5,5,5,5,6,5,2,2,1,2,4,6,6,1,2,2,2,3,6,1,5,6,4
"1457",1,4,6,5,6,6,4,4,5,6,2,3,6,6,4,1,2,2,5,1,6,2,5,5,3
"1458",2,6,4,3,4,1,4,1,4,6,1,6,2,2,6,6,6,6,6,5,3,6,3,5,6
"1459",1,4,4,4,4,5,5,3,2,4,2,4,3,4,4,4,4,4,4,5,6,4,4,6,1
"1460",2,4,4,6,4,5,6,4,1,5,2,4,4,5,3,4,5,5,5,5,4,2,5,6,2
"1461",5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,3,5,4,6,3,6,1,5,6,4
"1462",1,5,5,6,5,5,5,5,1,4,2,3,4,5,4,1,1,1,1,4,5,1,4,5,2
"1463",2,5,5,5,6,6,5,6,1,1,2,1,6,5,5,2,2,1,1,1,5,1,6,4,1
"1464",2,5,5,6,4,4,4,4,2,3,3,3,4,4,4,1,2,1,2,1,4,3,4,4,3
"1465",4,5,5,6,4,6,6,6,1,2,2,3,4,4,6,3,4,4,2,4,4,3,6,6,1
"1466",2,2,5,5,3,3,4,3,2,3,2,2,3,5,2,3,3,4,2,3,5,1,5,5,2
"1467",2,5,4,4,4,3,4,5,2,2,4,5,2,4,3,2,2,2,2,3,3,2,2,6,3
"1468",1,4,3,4,5,5,4,5,2,1,5,2,4,4,5,3,2,5,2,4,5,3,4,5,2
"1469",4,5,5,6,5,5,5,3,2,4,1,4,4,6,6,1,3,1,1,1,6,2,6,5,1
"1470",2,6,5,6,6,6,5,5,2,4,4,4,6,6,6,3,4,4,4,2,5,2,5,6,4
"1471",2,4,4,3,4,2,4,4,6,6,3,4,1,2,6,6,6,3,6,5,5,5,4,1,3
"1472",2,5,5,4,5,5,4,4,1,3,2,3,4,5,5,3,4,3,2,2,4,2,4,6,1
"1473",1,6,6,6,6,4,4,4,2,2,1,1,6,6,6,1,2,3,1,1,6,1,6,4,1
"1474",1,6,5,4,6,5,5,5,2,3,4,4,3,2,3,5,4,6,5,6,6,1,5,5,1
"1475",1,6,5,4,5,6,2,5,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,6,1
"1476",2,5,6,5,6,6,5,1,4,1,1,1,5,6,5,1,1,4,1,1,6,6,4,6,5
"1477",5,2,3,4,2,6,6,6,1,1,5,5,2,2,5,5,6,2,2,1,5,1,5,4,2
"1478",1,6,4,6,4,6,5,5,5,5,4,5,3,2,4,5,6,5,2,4,6,1,4,6,1
"1479",2,5,6,4,6,4,5,6,3,2,2,2,6,6,5,4,4,3,2,3,6,2,5,5,2
"1480",1,6,6,6,6,5,5,4,3,5,3,5,5,4,5,3,4,2,4,5,6,3,5,6,3
"1481",3,2,3,5,3,1,5,2,4,6,5,6,2,1,1,6,6,6,4,5,4,1,1,6,1
"1482",3,6,5,6,5,5,5,6,1,1,2,3,4,4,5,4,4,4,3,2,5,4,4,5,2
"1483",1,6,6,4,6,5,2,1,5,5,1,1,5,6,5,4,4,6,1,6,6,4,5,5,4
"1484",1,5,5,6,4,6,6,6,2,1,2,2,5,6,5,1,1,1,1,1,6,5,5,5,1
"1485",1,6,6,5,6,4,3,5,3,2,2,2,4,5,4,2,3,4,3,4,3,4,4,6,1
"1486",2,5,6,6,4,5,6,5,1,1,5,1,5,6,6,3,4,3,2,4,5,2,5,5,2
"1487",1,6,6,6,6,6,6,3,1,1,1,1,6,6,6,6,6,6,6,3,6,6,6,6,1
"1488",3,6,6,5,6,4,3,4,5,1,1,1,5,6,3,2,3,1,4,3,4,4,5,5,2
"1489",3,5,6,6,5,4,6,3,3,2,5,3,5,5,5,1,3,4,5,1,5,1,5,5,2
"1490",1,6,6,6,6,6,5,6,1,2,1,2,5,5,4,2,5,2,2,1,6,1,6,5,1
"1491",1,6,5,5,5,5,5,2,3,5,1,2,4,6,5,1,2,1,2,2,4,1,5,5,3
"1492",2,5,6,6,5,4,3,4,5,5,2,5,5,4,4,3,4,4,6,3,6,1,5,5,2
"1493",5,5,5,2,6,5,4,4,4,6,2,6,5,5,5,5,6,6,4,6,5,2,5,4,4
"1494",2,6,6,6,5,4,4,4,1,1,1,1,4,5,4,1,2,1,1,2,4,2,4,5,2
"1495",1,6,4,1,4,5,3,3,4,5,3,4,4,1,4,3,4,5,6,3,5,5,5,6,4
"1496",1,5,6,6,4,3,3,1,5,6,5,6,5,3,3,6,6,4,6,5,5,5,2,6,3
"1497",1,6,6,4,6,5,5,5,1,2,5,4,5,5,5,4,4,4,2,5,5,2,5,6,2
"1498",4,6,5,6,5,4,4,3,2,2,2,1,5,6,6,2,3,2,2,1,6,2,6,5,5
"1499",1,5,6,5,6,4,2,5,2,2,1,3,5,5,5,1,1,2,2,2,5,2,6,5,2
"1500",1,5,6,6,5,4,5,5,5,2,1,4,3,6,2,1,1,2,1,1,6,4,4,5,2
"1501",3,4,2,1,1,6,6,3,1,1,6,3,6,2,6,1,5,4,2,2,6,1,5,5,1
"1502",2,6,5,6,6,6,6,4,1,2,3,4,3,5,5,2,5,5,3,5,5,2,6,5,1
"1503",1,6,6,6,6,4,4,2,2,2,1,2,5,5,5,1,1,4,4,1,6,1,6,6,1
"1504",1,5,5,6,5,5,5,4,3,3,2,2,5,6,5,2,2,1,1,3,5,4,5,5,3
"1505",5,5,5,4,5,4,2,3,4,5,1,1,5,6,6,2,5,5,5,1,6,4,5,5,1
"1506",2,4,5,6,4,5,4,5,2,2,2,2,1,5,5,3,5,5,3,5,5,4,4,5,2
"1507",3,4,5,6,5,4,4,5,2,1,4,3,3,4,4,1,2,4,2,3,4,2,4,5,2
"1508",2,6,6,6,5,5,4,6,2,2,2,2,5,5,5,2,3,2,2,4,4,3,4,6,3
"1509",2,6,5,6,4,5,5,4,1,2,2,1,6,6,6,1,3,2,1,2,5,1,5,4,2
"1510",3,4,4,5,4,4,4,3,3,4,4,4,3,3,3,2,2,3,3,3,3,2,5,4,3
"1511",4,4,4,6,3,6,5,6,1,5,4,1,5,5,6,6,6,5,5,4,6,4,4,5,3
"1512",5,3,2,5,2,6,3,4,2,2,1,2,5,5,6,3,5,2,2,3,5,1,5,2,2
"1513",3,4,4,6,6,4,5,5,4,2,3,4,5,5,5,6,5,4,3,3,5,4,5,6,3
"1514",1,5,6,5,5,2,2,1,3,5,1,2,5,5,6,1,2,2,2,1,6,2,5,4,2
"1515",3,4,5,5,5,5,5,4,2,2,4,5,4,3,4,3,4,4,4,3,4,3,3,5,2
"1516",2,6,5,6,5,4,3,5,2,3,1,2,5,2,6,4,2,4,5,4,4,2,5,6,2
"1517",2,5,5,5,5,5,6,6,1,2,2,3,4,6,5,4,5,2,4,5,5,4,6,5,1
"1518",1,5,5,3,4,6,6,4,2,5,3,2,4,5,4,5,5,5,6,1,5,1,4,5,1
"1519",2,6,6,6,5,5,4,5,2,2,1,2,5,6,5,4,4,4,4,4,6,1,4,6,3
"1520",1,6,6,6,5,4,6,6,1,2,5,2,3,5,5,1,4,1,2,2,5,5,2,6,4
"1521",5,6,6,5,6,5,6,6,1,1,3,1,3,6,6,2,4,2,4,1,5,2,5,4,3
"1522",5,6,3,6,3,3,6,6,1,3,6,6,2,4,6,6,6,6,4,6,6,6,3,4,4
"1523",4,2,5,2,5,6,2,3,4,6,6,6,3,1,2,4,4,6,6,2,6,1,5,6,1
"1524",1,6,6,6,6,5,5,2,1,5,3,2,5,5,5,4,4,4,4,2,5,4,5,3,1
"1525",5,5,2,2,3,5,5,6,3,3,4,4,4,5,6,2,5,3,3,2,5,5,4,6,4
"1526",6,6,6,6,5,4,3,3,1,2,5,2,3,6,5,2,4,2,4,3,3,4,4,5,3
"1527",5,6,6,6,6,4,3,5,1,2,1,4,2,6,3,3,2,3,2,5,6,2,4,3,3
"1528",1,5,5,6,6,6,5,5,1,2,1,1,6,6,6,1,2,3,1,2,6,6,4,6,2
"1529",3,4,4,1,3,5,5,4,3,5,5,6,2,1,3,2,6,2,1,2,5,1,6,6,1
"1530",6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,6,2,6,1,6,1,6,6,1
"1531",2,5,3,5,6,3,5,6,3,6,6,6,3,5,5,6,6,6,6,6,4,1,6,6,1
"1532",3,4,5,6,5,6,5,5,3,3,2,4,4,5,5,1,1,5,3,2,5,1,3,5,1
"1533",1,5,5,6,6,6,5,5,1,2,1,5,5,6,6,1,1,3,2,2,6,4,5,5,2
"1534",3,5,6,6,6,4,5,4,4,4,2,2,5,6,5,5,3,3,3,2,4,3,5,5,3
"1535",5,1,5,1,4,6,6,5,1,3,2,1,5,6,6,6,6,4,2,5,6,6,5,4,3
"1536",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,4,1,5,4,1,6,1,6,5,1
"1537",5,2,3,3,3,4,5,3,2,5,5,3,4,3,5,5,5,4,3,1,5,3,5,2,2
"1538",2,5,5,6,5,2,6,5,1,2,3,2,4,5,5,4,4,6,3,1,5,5,4,4,3
"1539",5,2,6,5,5,6,5,6,6,6,4,6,6,5,1,6,6,6,6,6,6,5,6,6,6
"1540",5,3,3,4,4,4,5,5,4,5,5,5,3,3,5,5,5,3,4,4,4,3,5,4,2
"1541",2,4,4,6,4,4,3,3,2,3,3,3,3,5,3,3,3,2,3,3,4,3,4,4,3
"1542",4,3,2,4,3,6,5,4,2,5,5,3,5,2,5,4,5,2,5,3,5,1,5,6,1
"1543",1,5,6,6,6,6,6,6,1,2,3,5,5,1,6,3,4,4,2,5,4,2,5,4,1
"1544",1,6,5,6,5,5,5,5,2,1,4,3,4,5,5,2,3,3,4,2,5,1,5,4,2
"1545",2,5,5,6,5,5,4,5,4,4,4,2,5,5,4,4,2,3,4,4,5,5,4,5,2
"1546",4,4,5,5,5,2,3,2,4,4,6,6,3,6,4,4,4,5,4,1,5,4,3,4,3
"1547",1,2,2,6,2,6,5,5,1,2,6,3,1,5,2,5,2,6,6,6,4,4,5,5,3
"1548",3,6,3,3,4,5,6,2,2,2,3,6,2,5,3,5,5,5,5,3,6,4,6,6,1
"1549",5,5,5,6,6,5,5,4,1,3,1,1,5,6,5,4,1,2,2,5,5,2,4,2,2
"1550",5,4,2,4,2,4,2,4,3,4,2,6,2,3,6,6,6,6,6,6,2,2,2,6,3
"1551",2,6,6,6,6,6,6,5,3,4,6,2,6,5,6,3,4,5,5,5,5,2,5,5,3
"1552",1,2,5,6,5,4,4,3,3,2,4,3,4,5,2,5,2,2,4,4,5,1,2,5,4
"1553",1,6,5,6,6,5,1,5,1,1,2,1,4,6,6,3,2,2,1,1,5,2,3,5,2
"1554",3,4,5,6,5,4,6,5,4,2,1,5,4,6,5,3,3,3,2,3,5,2,4,3,3
"1555",1,6,5,5,6,6,6,6,1,1,1,2,6,6,5,1,2,4,4,4,6,1,5,6,2
"1556",2,5,2,5,4,4,5,4,2,2,5,4,3,5,3,1,3,1,1,1,4,2,4,5,3
"1557",2,5,4,6,5,3,4,4,2,2,3,4,3,5,5,3,4,4,4,2,4,4,4,5,3
"1558",4,5,3,2,3,6,5,4,4,6,5,3,3,5,4,3,5,4,5,5,3,1,6,5,2
"1559",2,5,5,5,4,4,5,3,2,2,4,3,3,4,3,1,1,1,1,1,4,2,4,5,2
"1560",1,6,6,6,4,6,6,6,1,2,1,1,4,6,6,2,2,2,1,2,6,1,6,6,5
